Set,CardID,Name,Identifier,Color,Type,Attribute,Ability,Cost,Vibe,Rarity,FeaturingPudgy,IllusName,imageURL
Bap,105,Lil Cool Guy,LilCoolGuy,Blue,Character,Lil Penguin,"When this Character enters the huddle, choose a Character. You may reveal a Fit card in your hand with Fish cost 3 or less. If you do, put it into play outfitting that Character.",3,3,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilCoolGuy.png
Bap,106,Gaming Penguin,GamingPenguin,Blue,Character,Penguin,"Whenever a Character in your huddle is outfitted, put a vibe counter on that Character.",3,4,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GamingPenguin.png
Bap,107,Birb Who's 100 Feet Tall,BirbWhos100FeetTall,Blue,Character,Birb,,3,6,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbWhos100FeetTall.png
Bap,108,Merchant Penguin,MerchantPenguin,Blue,Character,Penguin,[ACT] _F_: Choose a Fit and choose a Character not wearing it. Outfit that Character.,4,2,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MerchantPenguin.png
Bap,109,The Great Pengsby,TheGreatPengsby,Blue,Character,Penguin,"Whenever this Character is outfitted, if it isn't wearing any other Fits, choose a Character and flop it.",4,2,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheGreatPengsby.png
Bap,110,The Pengorcist,ThePengorcist,Blue,Character,Lil Penguin,This Character can only [ACT] if it's wearing three or more Fits. [ACT] _F_: Choose a Character and turn it face-down as a Rod.,4,3,Rare,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ThePengorcist.png
Bap,111,Locked-In Penguin,LockedinPenguin,Blue,Character,Penguin,"When this Character enters the huddle, you may ice a Fit you control. If you do, put 4 vibe counters on this Character.",4,6,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LockedinPenguin.png
Bap,112,Pizza Penguin,PizzaPenguin,Blue,Character,Penguin,[ACT] _F_: Choose a Fit you control and return it to its owner's hand.,4,6,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PizzaPenguin.png
Bap,113,Lil Messy,LilMessy,Blue,Character,Lil Penguin,"As an additional cost to play this Character, return a Fit you control to its owner's hand.",5,7,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilMessy.png
Bap,114,Penguin Who Explores the Jungle,PenguinWhoExploresTheJungle,Blue,Character,Penguin,"Whenever a Character in your opponent's huddle is iced, if it's wearing a Fit you own, return that Fit to your hand.",6,2,Rare,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoExploresTheJungle.png
Bap,115,Lavish Penguin,LavishPenguin,Blue,Character,Penguin,"When this Character enters the huddle, outfit it with all the Fits you control.",6,6,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LavishPenguin.png
Bap,116,Showtime Penguin,ShowtimePenguin,Blue,Character,Penguin,"When this Character enters the huddle, choose a Fit card in your ice and return it to your hand.",6,6,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ShowtimePenguin.png
Bap,117,Detective Penguin,DetectivePenguin,Blue,Character,Penguin,"Whenever this Character is outfitted, draw a card.",7,2,Rare,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DetectivePenguin.png
Bap,118,This Is Not a Pudgy,ThisIsNotAPudgy,Blue,Character,Penguin,This Character costs one less _T_ to play for each Fit you control.,8,10,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ThisIsNotAPudgy.png
Bap,119,Nimbus the Quick,NimbusTheQuick,Blue,Character,Silly Penguin,"If an Action or a non-Silly Character's ability would cause you to draw any number of cards, draw a card.",9,4,Mythic,2238,DirtyRobot,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NimbusTheQuick.png
Bap,120,Lunaris the Infinite,LunarisTheInfinite,Blue,Character,Lil Penguin,You can play one Fit from your ice each Cycle.,10,5,Mythic,2238,POST WOOK,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LunarisTheInfinite.png
Bap,121,Finders Keepers,FindersKeepers,Blue,Action,,Choose a Fit and choose a Character not wearing it. Outfit that Character. Draw a card.,B,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FindersKeepers.png
Bap,122,Turn It Up,TurnItUp,Blue,Action,,Choose a Fit you don't control. Return it to its owner's hand. Draw a card.,B,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TurnItUp.png
Bap,123,Bullish Sentiment,BullishSentiment,Blue,Action,,"Choose a Character. Reveal a face-down Rod you control. If it's a Fit card with Fish cost 5 or less, put it into play outfitting the chosen Character.",BB,0,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BullishSentiment.png
Bap,124,Now a Rod Evermore!,NowARodEvermore,Blue,Action,Saucy,"You can only play this Action if it's face-down as a Rod. Flip this card over to play it. Choose a Character. If it has vibe 2 or less, turn it face-down as a Rod. Otherwise, reduce its vibe by 2 for the rest of this Cycle.",BB,0,Rare,2238,Yosuke Ando,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NowARodEvermore.png
Bap,125,Time Warp Toss,TimeWarpToss,Blue,Action,,"As an additional cost to play this Action, ice a Fit you control. Choose a Character and ice it.",BB,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TimeWarpToss.png
Bap,126,Downhill Disaster,DownhillDisaster,Blue,Action,,Pick any number of Fit cards in your ice. Put them on top of your deck in any order.,BBB,0,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DownhillDisaster.png
Bap,127,FOMO,Fomo,Blue,Action,,Reveal the top five cards of your deck. Put all the Fit cards into your hand. Put the rest on the bottom of your deck in any order.,BBB,0,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Fomo.png
Bap,128,Sunday Afternoon,SundayAfternoon,Blue,Action,,"Choose a Character. If its vibe is less than its Fish cost, ice it.",BBB,0,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SundayAfternoon.png
Bap,129,Fisherman Birb,FishermanBirb,Purple,Character,Birb,"Whenever any number of Characters in your huddle are iced, put a vibe counter on this Character.",1,1,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FishermanBirb.png
Bap,130,Lil Stuck,LilStuck,Purple,Character,Lil Penguin,[ACT] _F_: Choose a Character in your huddle and choose another Character. Ice the first and put a vibe counter on the second.,1,1,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilStuck.png
Bap,131,Lil Balanced,LilBalanced,Purple,Character,Lil Penguin,"When this Character is iced, each player draws a card.",2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilBalanced.png
Bap,132,Lil Forgotten,LilForgotten,Purple,Character,Lil Penguin,"When this Character is iced, each player puts the top card of their deck face-down as a Rod.",2,3,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilForgotten.png
Bap,133,Penguin Who Loves Goodbyes,PenguinWhoLovesGoodbyes,Purple,Character,Penguin,"When this Character is iced, if it didn't have any vibe counters on it, put it into your huddle with a vibe counter on it.",2,2,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoLovesGoodbyes.png
Bap,134,Birb With a Flag,BirbWithAFlag,Purple,Character,Birb,,2,4,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbWithAFlag.png
Bap,135,Vesper Who Is the Night,VesperWhoIsTheNight,Purple,Character,Birb,"Whenever any number of Characters in your huddle are iced, put a vibe counter on this Character. At the start of Action Time, choose a Character. Boost its vibe by this Character's vibe for the rest of this Cycle.",3,1,Mythic,2238,Bryan Brinkman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/VesperWhoIsTheNight.png
Bap,136,Cinematic Birb,CinematicBirb,Purple,Character,Birb,"Characters in your huddle gain the ability ""When this Character is iced, if it has exactly 1 vibe counter on it, draw a card"".",3,2,Rare,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CinematicBirb.png
Bap,137,Pointing Birb,PointingBirb,Purple,Character,Birb,"When this Character is iced, pick an Action card in your ice and return it to your hand.",3,2,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PointingBirb.png
Bap,138,Prized Birb,PrizedBirb,Purple,Character,Birb,"When this Character is iced, the player that iced it draws a card.",3,2,Uncommon,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PrizedBirb.png
Bap,139,Protector Penguin,ProtectorPenguin,Purple,Character,Penguin,Playable from ice by icing a Character in your huddle in addition to paying this card's Fish cost.,3,2,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ProtectorPenguin.png
Bap,140,Quantum Birb,QuantumBirb,Purple,Character,Birb,,3,6,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/QuantumBirb.png
Bap,141,Buffering Birb,BufferingBirb,Purple,Character,Birb,"Whenever you lose Vibe Check, put a vibe counter on this Character. This ability is the only way vibe counters can be put on this Character. At the start of your turn, if this Character has 9 vibe counters on it, you win the game.",4,2,Rare,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BufferingBirb.png
Bap,142,Birb Who Finds the Way,BirbWhoFindsTheWay,Purple,Character,Birb,"At the start of Action Time, you may choose another Character in your huddle. If you do, boost this Character's vibe by that Character's vibe for the rest of this Cycle, then ice that Character.",4,3,Uncommon,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbWhoFindsTheWay.png
Bap,143,Poised Penguin,PoisedPenguin,Purple,Character,Penguin,"Whenever any number of Characters in your huddle are iced, choose a Character and put a vibe counter on it.",4,4,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PoisedPenguin.png
Bap,144,Iron Penguin,IronPenguin,Purple,Character,Penguin,"When this Character is iced, choose a player. That player ices a Character in their huddle.",4,6,Uncommon,2238,Lyle Wallis,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/IronPenguin.png
Bap,145,Patient Birb,PatientBirb,Purple,Character,Birb,[ACT] _F_: Choose a Character in your huddle and ice it. You get two Fishsicles.,5,6,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PatientBirb.png
Bap,146,Luckmaking Birb,LuckmakingBirb,Purple,Character,Birb,"[ACT] _F_: Choose a Character in your huddle and ice it. Pick a Character card in your ice with the same Fish cost as, but different name than, the iced Character. Put it into your huddle.",6,4,Rare,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LuckmakingBirb.png
Bap,147,Fisherman Penguin,FishermanPenguin,Purple,Character,Penguin,"Whenever any number of Characters in your huddle are iced, boost this Character's vibe by 2 for the rest of this Cycle.",6,6,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FishermanPenguin.png
Bap,148,Myra of the Mist,MyraOfTheMist,Purple,Character,Birb,"When this Character enters the huddle, each player returns all Character cards with vibe 2 or less not named Myra of the Mist from their ice to their huddle.",10,0,Mythic,2238,Jisu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MyraOfTheMist.png
Bap,149,Get Rekt,GetRekt,Purple,Action,,Each player ices a Rod they control and draws a card. Each player may pick a card in their hand and put it face-down as a Rod.,P,0,Uncommon,2238,OSF,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GetRekt.png
Bap,150,Head on Out,HeadOnOut,Purple,Action,,"As an additional cost to play this Action, ice any number of Characters in your huddle. If you iced two or more Characters this way, draw two cards.",P,0,Rare,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HeadOnOut.png
Bap,151,Afternoon Breeze,AfternoonBreeze,Purple,Action,,You can only play this Action if a Character was iced from your huddle this Cycle. Choose a Character and ice it.,PP,0,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/AfternoonBreeze.png
Bap,152,Double the Luck,DoubleTheLuck,Purple,Action,,"Whenever any number of Characters are iced this Cycle, their controller gets that many Fishsicles.",PP,0,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DoubleTheLuck.png
Bap,153,Double Trouble,DoubleTrouble,Purple,Action,,"Pick a Character card in your ice with Fish cost 2 or less. At the start of the next Cycle, return it from ice to its owner's huddle.",PP,0,Uncommon,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DoubleTrouble.png
Bap,154,Give 'Em!,GiveEm,Purple,Action,Saucy,"You can only play this Action if it's face-down as a Rod. Flip this card over to play it. Choose a Character with vibe 2 or less. The next time it would be iced this Cycle, it isn't.",PP,0,Rare,2238,Yosuke Ando,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GiveEm.png
Bap,155,Next Floor Please,NextFloorPlease,Purple,Action,,"The next time a Character would be put into ice from play this Cycle, return it from ice to its owner’s huddle. If multiple are put into ice at the same time, you pick.",PPP,0,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NextFloorPlease.png
Bap,156,The Prophecy Unfolds,TheProphecyUnfolds,Purple,Action,,Choose a Character. Ice it at the end of this Cycle.,PPP,0,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheProphecyUnfolds.png
Bap,157,Free Fall,FreeFall,Purple,Action,,This Action costs one less _P_ to play for each Purple Character iced this Cycle. Draw two cards.,PPPPP,0,Common,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FreeFall.png
Bap,158,If Only They Knew,IfOnlyTheyKnew,Purple,Action,,Choose a Character. Ice all Characters with vibe equal to that Character's vibe.,PPPPP,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/IfOnlyTheyKnew.png
Bap,159,Hold on Tight,HoldOnTight,Purple,Action,,Ice all Characters with vibe 2 or less.,PPPPPP,0,Rare,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HoldOnTight.png
Bap,160,Set Sail,SetSail,Purple,Action,,Each player gives their huddle to the player on their right.,PPPPPPP,0,Rare,2238,Aephai,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/SetSail.png
Bap,161,Stonebreaker Wizbirb,StonebreakerWizbirb,Colorless,Character,Wizard Birb,_G_ or _R_.,2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StonebreakerWizbirb.png
Bap,162,Inferno Wizbirb,InfernoWizbirb,Colorless,Character,Wizard Birb,_R_ or _Y_.,2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/InfernoWizbirb.png
Bap,163,Frostbitten Wizbirb,FrostbittenWizbirb,Colorless,Character,Wizard Birb,_Y_ or _P_.,2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FrostbittenWizbirb.png
Bap,164,Stormreaper Wizbirb,StormreaperWizbirb,Colorless,Character,Wizard Birb,_P_ or _B_.,2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StormreaperWizbirb.png
Bap,165,Nightveil Wizbirb,NightveilWizbirb,Colorless,Character,Wizard Birb,_B_ or _G_.,2,1,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NightveilWizbirb.png
Bap,166,Breakaway Balloon,BreakawayBalloon,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: Put a vibe counter on this Character"".",1,0,Common,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BreakawayBalloon.png
Bap,167,Chewy Pendant,ChewyPendant,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this can produce _T_.,1,0,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ChewyPendant.png
Bap,168,Handmade Slingshot,HandmadeSlingshot,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: Choose a Character. Move all vibe counters from this Character onto the chosen Character"".",1,0,Rare,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HandmadeSlingshot.png
Bap,169,Mug Life,MugLife,Colorless,Fit,,"Choose a Character to wear this Fit. Whenever a Character is outfitted with this, boost its vibe by 3 for the rest of this Cycle.",1,0,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MugLife.png
Bap,170,Mystic Paintbrush,MysticPaintbrush,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this can produce _P_.,1,0,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MysticPaintbrush.png
Bap,171,Cozy Mittens,CozyMittens,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this gets +1 vibe.,1,0,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CozyMittens.png
Bap,172,Arctic Ring,ArcticRing,Colorless,Fit,,"Choose a Character to wear this Fit. Whenever the Character wearing this produces Pudge, they produce another Pudge of that same color.",2,0,Common,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ArcticRing.png
Bap,173,Glimmering Coins,GlimmeringCoins,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this loses all abilities and can't gain abilities.,2,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GlimmeringCoins.png
Bap,174,Puffy Snowsuit,PuffySnowsuit,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: Choose a flopped Character and outfit it with this Character's Fits"".",2,0,Uncommon,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PuffySnowsuit.png
Bap,175,Traveler's Lantern,TravelersLantern,Colorless,Fit,,"Choose a Character to wear this Fit and if it's a Blue Character, draw a card.",2,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TravelersLantern.png
Bap,176,Champion's Belt,ChampionsBelt,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: The next time this Character is iced this Cycle, choose a Character and ice it"".",3,0,Common,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ChampionsBelt.png
Bap,177,Cloak of Illusions,CloakOfIllusions,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""Whenever an Action is played that chooses this Character, copy that Action. (You make new choices for the copy)"".",3,0,Mythic,2238,Vinnie Hager,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CloakOfIllusions.png
Bap,178,Coastal Surfboard,CoastalSurfboard,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_, remove all vibe counters from this Character: Choose a Character and reduce its vibe by the number of vibe counters removed this way for the rest of this Cycle"".",3,0,Rare,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CoastalSurfboard.png
Bap,179,Enchanted Boots,EnchantedBoots,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this gets +3 vibe.,3,0,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/EnchantedBoots.png
Bap,180,Compass to Nowhere,CompassToNowhere,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""At the start of Action Time, if you control more Characters than your opponent, ice a Character in your huddle"".",3,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CompassToNowhere.png
Bap,181,Distracting Handheld,DistractingHandheld,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this can't produce Pudge.,0,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DistractingHandheld.png
Bap,182,Hero's Sword,HerosSword,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gets +4 vibe. When that Character leaves the huddle, return this to its owner's hand.",4,0,Rare,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HerosSword.png
Bap,183,Trusty Boxing Gloves,TrustyBoxingGloves,Colorless,Fit,,"Choose a Character to wear this Fit, then you may reveal a card named Trusty Boxing Gloves from your Rods and put it into play outfitting the chosen Character. The Character wearing this gets +4 vibe.",4,0,Uncommon,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TrustyBoxingGloves.png
Bap,184,Book of Wonders,BookOfWonders,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: Double the number of vibe counters on this Character"".",4,0,Rare,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BookOfWonders.png
Bap,185,Hero's Shield,HerosShield,Colorless,Fit,,"Choose a Character to wear this Fit. As long as the Stack is empty, the Character wearing this can't be chosen by anything.",4,0,Rare,2238,chlorophilly,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HerosShield.png
Bap,186,Classy Bow Tie,ClassyBowTie,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this gets +2 vibe.,2,0,Common,2238,blue boo,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ClassyBowTie.png
Bap,187,Whimsical Backpack,WhimsicalBackpack,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""Whenever you play an Action, flop all Characters in your huddle with vibe 10 or greater"".",6,0,Rare,2238,aokiss,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WhimsicalBackpack.png
Bap,188,The Comeback Staff,TheComebackStaff,Colorless,Fit,,"Choose a Character to wear this Fit. The Character wearing this gains the ability ""[ACT] _F_: Choose another Character in your huddle. The next time that Character would be iced this Cycle, turn it face-down as a Rod instead"".",6,0,Rare,2238,Jungle,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheComebackStaff.png
Bap,189,The Crown of House Vibesalot,TheCrownOfHouseVibesalot,Colorless,Fit,,Choose a Character to wear this Fit. The Character wearing this gets +20 vibe.,8,0,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheCrownOfHouseVibesalot.png
Bap,190,Big Ben,BigBen,Colorless,Relic,Location,"The player with the greatest total vibe in their huddle wins Vibe Check. Whenever another Location enters play, ice this Relic.",3,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BigBen.png
Bap,191,Art Museum,ArtMuseum,Colorless,Relic,Location,"Whenever any number Characters are iced, their controller gets that many Fishsicles. Whenever another Location enters play, ice this Relic.",4,0,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ArtMuseum.png
Bap,192,Taj Mahal,TajMahal,Colorless,Relic,Location,"Prizes are doubled for the Vibe Check. Whenever another Location enters play, ice this Relic.",5,0,Rare,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TajMahal.png
Bap,193,The Peng,ThePeng,Colorless,Relic,Location,"Whenever a Character has any number of vibe counters put on it during Action Time, flop it. Whenever another Location enters play, ice this Relic.",6,0,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ThePeng.png
Bap,194,Birb Bay,BirbBay,Colorless,Relic,Location,"Whenever a player plays an Action, its controller gets a Fishsicle. Whenever another Location enters play, ice this Relic.",7,0,Uncommon,2238,The Grimmus,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbBay.png
Bap,195,Hammer Rod,HammerRod,Colorless,Rod,,[ACT] _F_: Choose a Relic and ice it. Ice this Rod. (This Rod doesn't produce Fish).,,0,Uncommon,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HammerRod.png
